issuer_code,official_listing_date,gics_industry_group,exempt_foreign,internet_address,registered_office_address,head_office_telephone,head_office_fax,share_registry,share_registry_telephone,,,,,,,,,,
OAR,17/12/98,Materials,No,http://www.oakdaleresources.com.au,"Unit 3, 32 Harrogate Street, WEST LEEDER, WA, AUSTRALIA, 6007",08 6117 4797,08 6117 4797,"AUTOMIC REGISTRY SERVICES
                    Level 5, 126 Phillip Street, SYDNEY, NSW, AUSTRALIA, 2000",02 9698 5414,,,,,,,,,,
OBJ,29/5/00,"Pharmaceuticals, Biotechnology & Life Sciences",No,http://www.obj.com.au,"Level 1, 284 Oxford Street, LEEDERVILLE, WA, AUSTRALIA, 6007",08 9443 3011,08 9443 9960,"AUTOMIC REGISTRY SERVICES
                    Level 5, 126 Phillip Street, SYDNEY, NSW, AUSTRALIA, 2000",02 9698 5414,,,,,,,,,,
OCL,17/8/00,Software & Services,No,http://www.objective.com,"Level 30, 177 Pacific Highway, NORTH SYDNEY, NSW, AUSTRALIA, 2060",(02) 9955 2288,(02) 9955 5011,"BOARDROOM PTY LIMITED
                    LEVEL 12, 225 GEORGE STREET, SYDNEY, NSW, AUSTRALIA, 2000",(02) 9290 9600,,,,,,,,,,
OGA,14/11/17,"Food, Beverage & Tobacco",No,https://oceangrown.com.au,"Tenancy 302, Atwell Arcade, Level 3, FREMANTLE, WA, AUSTRALIA, 6160",+61 8 6181 8888,+61 8 6181 8899,"AUTOMIC REGISTRY SERVICES
                    LEVEL 2, 267 St Georges Terrace,, PERTH, WA, AUSTRALIA, 6000",(08) 9324 2099,,,,,,,,,,
OGC,19/6/07,Materials,No,http://www.oceanagold.com,"Level 14, 357 Collins Street, MELBOURNE, VIC, AUSTRALIA, 3000",(03) 9656 5300,(03) 9656 5333,"COMPUTERSHARE INVESTOR SERVICES PTY LIMITED
                    Yarra Falls, 452 Johnston Street, ABBOTSFORD, VIC, AUSTRALIA, 3067",03 9415 4000,,,,,,,,,,
OCA,5/5/17,Health Care Equipment & Services,Yes,http://www.oceaniahealthcare.co.nz/,"C/o Allens Corporate Services Pty Ltd, Level 5, Deutsche Bank Place, SYDNEY, NSW, AUSTRALIA, 2000",+64 9 361 0483,-,"COMPUTERSHARE INVESTOR SERVICES LIMITED
                    LEVEL 2, 159 HURSTMERE ROAD, TAKAPUNA   AUCKLAND, NEW ZEALAND, 1039",(64) 9 488 8700,,,,,,,,,,
OXX,6/11/09,Energy,No,http://www.octanex.com.au,"108 Marlborough Street, BENTLEIGH EAST, VIC, AUSTRALIA, 3165",+61(0)3 8610 4702,+61(0)3 8610 4799,"AUTOMIC REGISTRY SERVICES
                    Level 5, 126 Phillip Street, SYDNEY, NSW, AUSTRALIA, 2000",02 9698 5414,,,,,,,,,,
ODM,5/8/10,Materials,No,http://odinmetals.com.au/,"Ground floor, 35 Richardson Street, WEST PERTH, WA, AUSTRALIA, 6005",-,-,"COMPUTERSHARE INVESTOR SERVICES PTY LIMITED
                    Level 5, 115 Grenfell Street, ADELAIDE, SA, AUSTRALIA, 5000",08 8236 2300,,,,,,,,,,
ODY,30/11/05,Energy,No,http://www.odysseyenergy.com.au/,"Level 9, BGC Centre, 28 The Esplanade, PERTH, WA, AUSTRALIA, 6000",(08) 9322 6322,(08) 9322 6558,"COMPUTERSHARE INVESTOR SERVICES PTY LIMITED
                    Level 11, 172 St Georges Terrace, PERTH, WA, AUSTRALIA, 6000",1300 850 505,,,,,,,,,,
OFX,11/10/13,Diversified Financials,No,http://www.ofx.com,"Level 19, 60 Margaret Street, SYDNEY, NSW, AUSTRALIA, 2000",(02) 8667 8000,(02) 8667 8080,"LINK MARKET SERVICES LIMITED
                    LEVEL 12, 680 GEORGE STREET, SYDNEY, NSW, AUSTRALIA, 2000",1300 554 474,,,,,,,,,,
OSH,1/1/74,Energy,No,http://www.oilsearch.com,"Ground Floor, Harbourside East Building, Stanley Esplanade, NCD, PORT MORESBY, NSW, PAPUA NEW GUINEA, 2000",+675 322 5599,+675 322 5566,"COMPUTERSHARE INVESTOR SERVICES PTY LIMITED
                    Level 3, 60 Carrington Street, SYDNEY, NSW, AUSTRALIA, 2000",02 8234 5000,,,,,,,,,,
OEX,24/10/03,Energy,No,http://www.oilex.com.au/,"Level One, 11 Lucknow Place, WEST PERTH, WA, AUSTRALIA, 6005",432942250,+61 8 9485 3290,"LINK MARKET SERVICES LIMITED
                    Level 12 QV1 Building, 250 St Georges Terrace Perth, PERTH, WA, AUSTRALIA, 6000",1300 554 474,,,,,,,,,,
OKR,28/9/17,Materials,No,http://www.okapiresources.com,"Level 2, 8 Colin Street, WEST PERTH, WA, AUSTRALIA, 6005",08 6117 9338,08 6117 9330,"ADVANCED SHARE REGISTRY SERVICES
                    110 STIRLING HIGHWAY, NEDLANDS, WA, AUSTRALIA, 6009",(08) 9389 8033,,,,,,,,,,
OKU,16/5/07,Materials,No,http://www.okloresources.com,"Level 5, 56 Pitt Street, SYDNEY, NSW, AUSTRALIA, 2000",(02) 8319 9233,(02) 9252 8466,"COMPUTERSHARE INVESTOR SERVICES PTY LIMITED
                    Level 11, 172 St Georges Terrace, PERTH, WA, AUSTRALIA, 6000",1300 850 505,,,,,,,,,,
OLH,15/6/60,Capital Goods,No,http://www.oldfields.com.au,"8 Farrow Road, CAMPBELLTOWN, NSW, AUSTRALIA, 2560",(02) 4645 0700,(02) 4627 0999,"BOARDROOM PTY LIMITED
                    LEVEL 12, 225 GEORGE STREET, SYDNEY, NSW, AUSTRALIA, 2000",(02) 9290 9600,,,,,,,,,,
OLI,21/6/17,Consumer Services,No,http://http:www.//oliversrealfood.com.au,"10 Amsterdam Circuit, WYONG, NSW, AUSTRALIA, 2259",02 4353 8055,-,"BOARDROOM PTY LIMITED
                    LEVEL 12, 225 GEORGE STREET, SYDNEY, NSW, AUSTRALIA, 2000",(02) 9290 9600,,,,,,,,,,
OMH,12/3/98,Materials,No,http://www.omholdingsltd.com/,"10 Eunos Road 8, #09-03A, Singapore Post Centre, AUSTRALIA,",+65 6346 5515,+65 6342 2242,"COMPUTERSHARE INVESTOR SERVICES PTY LIMITED
                    Level 11, 172 St Georges Terrace, PERTH, WA, AUSTRALIA, 6000",1300 850 505,,,,,,,,,,
OBL,28/1/00,Diversified Financials,No,https://imf.com.au,"Level 18, 68 Pitt Street, SYDNEY, NSW, AUSTRALIA, 2000",02 8223 3567,02 8223 3555,"LINK MARKET SERVICES LIMITED
                    LEVEL 12, 680 GEORGE STREET, SYDNEY, NSW, AUSTRALIA, 2000",1300 554 474,,,,,,,,,,
OSL,15/8/05,"Pharmaceuticals, Biotechnology & Life Sciences",No,http://www.oncosil.com.au,"Suite 402 Level 4, 50 Berry Street, NORTH  SYDNEY, NSW, AUSTRALIA, 2060",(02) 9223 3344,(02) 9252 3988,"BOARDROOM PTY LIMITED
                    LEVEL 12, 225 GEORGE STREET, SYDNEY, NSW, AUSTRALIA, 2000",(02) 9290 9600,,,,,,,,,,
1AL,3/12/15,Consumer Durables & Apparel,No,http://www.oneallinternational.com,"C/o LWPG & Partners, Level 5, 115 Pitt Street, SYDNEY, NSW, AUSTRALIA, 2000",(02) 9225 0200,-,"BOARDROOM PTY LIMITED
                    LEVEL 12, 225 GEORGE STREET, SYDNEY, NSW, AUSTRALIA, 2000",(02) 9290 9600,,,,,,,,,,
ONE,17/3/16,Health Care Equipment & Services,No,http://www.oneviewhealthcare.com,"Block 2, Blackrock Business Park, Blackrock, DUBLIN, NSW, IRELAND, 2060",02 9060 1850,02 9060 1850,"COMPUTERSHARE INVESTOR SERVICES PTY LIMITED
                    Level 3, 60 Carrington Street, SYDNEY, NSW, AUSTRALIA, 2000",02 8234 5000,,,,,,,,,,
OVH,25/7/14,Diversified Financials,No,http://www.onevue.com.au,"Level 5, 10 Spring Street, SYDNEY, NSW, AUSTRALIA, 2000",(02) 8022 7400,(02) 8022 7448,"COMPUTERSHARE INVESTOR SERVICES PTY LIMITED
                    Level 3, 60 Carrington Street, SYDNEY, NSW, AUSTRALIA, 2000",02 8234 5000,,,,,,,,,,
OML,17/12/14,Media & Entertainment,No,http://www.oohmedia.com.au,"Level 2, 76 Berry Street, NORTH SYDNEY, NSW, AUSTRALIA, 2060",(02) 9927 5555,(02) 9927 5599,"LINK MARKET SERVICES LIMITED
                    LEVEL 12, 680 GEORGE STREET, SYDNEY, NSW, AUSTRALIA, 2000",1300 554 474,,,,,,,,,,
OOK,21/2/00,Software & Services,No,https://ookami.com.au,"C/- Otsana Capital, 108 Outram Street, WEST PERTH, WA, AUSTRALIA, 6005",+61 8 9486 7244,+61 8 9463 6373,"AUTOMIC REGISTRY SERVICES
                    LEVEL 2, 267 St Georges Terrace,, PERTH, WA, AUSTRALIA, 6000",(08) 9324 2099,,,,,,,,,,
OLL,12/12/19,Software & Services,No,http://www.openlearning.com,"Level 2, 235 Commonwealth Street,, SURRY HILLS, NSW, AUSTRALIA, 2010",+61 3 8395 5446,+61 3 8678 1747,"AUTOMIC REGISTRY SERVICES
                    LEVEL 2, 267 St Georges Terrace,, PERTH, WA, AUSTRALIA, 6000",(08) 9324 2099,,,,,,,,,,
OPY,16/12/19,Diversified Financials,No,http://www.openpay.com.au,"Level 9, 469 La Trobe Street, MELBOURNE, VIC, AUSTRALIA, 3000",+61 1300 168 359,-,"AUTOMIC REGISTRY SERVICES
                    Level 5, 126 Phillip Street, SYDNEY, NSW, AUSTRALIA, 2000",02 9698 5414,,,,,,,,,,
OPH,19/12/18,Not Applic,No,http://www.ophiram.com.au,"Level 18, 123 Pitt Street, SYDNEY, NSW, AUSTRALIA, 2000",1800 022 033,-,"BOARDROOM PTY LIMITED
                    LEVEL 12, 225 GEORGE STREET, SYDNEY, NSW, AUSTRALIA, 2000",(02) 9290 9600,,,,,,,,,,
OPT,18/4/91,"Pharmaceuticals, Biotechnology & Life Sciences",No,http://www.opthea.com,"Suite 0403, Level 4, 650 Chapel Street, SOUTH YARRA, VIC, AUSTRALIA, 3141",(03) 9826 0399,(03) 9824 0083,"COMPUTERSHARE INVESTOR SERVICES PTY LIMITED
                    Yarra Falls, 452 Johnston Street, ABBOTSFORD, VIC, AUSTRALIA, 3067",03 9415 4000,,,,,,,,,,
OPC,22/8/19,Telecommunication Services,No,http://www.opticomm.net.au,"Level 1, 22 Salmon street, PORT MELBOURNE, VIC, AUSTRALIA, 3207",1300 137 800,390249599,"LINK MARKET SERVICES LIMITED
                    Tower 4, 727 Collins Street, DOCKLANDS, VIC, AUSTRALIA, 3008",1300 554 474,,,,,,,,,,
OIL,8/8/97,Health Care Equipment & Services,No,http://www.optiscan.com/,"16 Miles Street, MULGRAVE, VIC, AUSTRALIA, 3170",03 9538 3333,03 9562 7742,"COMPUTERSHARE INVESTOR SERVICES PTY LIMITED
                    Yarra Falls, 452 Johnston Street, ABBOTSFORD, VIC, AUSTRALIA, 3067",03 9415 4000,,,,,,,,,,
OPL,7/3/96,Software & Services,No,http://opyl.ai/,"105, Wellington Street, ST KILDA, VIC, AUSTRALIA, 3182",03 9923 1222,03 9923 1222,"AUTOMIC REGISTRY SERVICES
                    Level 5, 126 Phillip Street, SYDNEY, NSW, AUSTRALIA, 2000",02 9698 5414,,,,,,,,,,
OBM,29/10/02,Materials,No,http://www.orabandamining.com.au,"Level 1, 2 Kings Park Road, WEST PERTH, WA, AUSTRALIA, 6005",(08) 6365 4548,(08) 6365 4548,"COMPUTERSHARE INVESTOR SERVICES PTY LIMITED
                    Level 11, 172 St Georges Terrace, PERTH, WA, AUSTRALIA, 6000",1300 850 505,,,,,,,,,,
OAU,22/3/01,Materials,No,http://www.thundelarra.com,"Suite 8, Level 2, 47 STIRLING HIGHWAY, NEDLANDS, WA, AUSTRALIA, 6009",+61 8 9389 6927,+61 8 9389 5593,"COMPUTERSHARE INVESTOR SERVICES PTY LIMITED
                    Level 11, 172 St Georges Terrace, PERTH, WA, AUSTRALIA, 6000",1300 850 505,,,,,,,,,,
OEC,24/1/89,Capital Goods,No,http://www.orbitalcorp.com.au,"4 Whipple Street, BALCATTA, WA, AUSTRALIA, 6021",(08) 9441 2311,(08) 9441 2133,"LINK MARKET SERVICES LIMITED
                    LEVEL 4 CENTRAL PARK, 152 ST GEORGES TERRACE, PERTH, WA, AUSTRALIA, 6000",1300 554 474,,,,,,,,,,
ODA,15/9/86,Software & Services,No,http://www.orcoda.com,"Level 7, 10 Queens Road, ST KILDA, VIC, AUSTRALIA, 3004",+61 3 9866 7333,+61 3 9866 7303,"COMPUTERSHARE INVESTOR SERVICES PTY LIMITED
                    Level 11, 172 St Georges Terrace, PERTH, WA, AUSTRALIA, 6000",1300 850 505,,,,,,,,,,
ZOR,30/7/82,Not Applic,No,http://www.zor.com,"2303 -7 Dominian Centre, QUEENSROAD EAST, NSW, HONG KONG, 2000",92270000,-,,,,,,,,,,,,
ORR,4/8/11,Materials,No,http://orecorp.com.au,"Suite 20, Level 1, 513 Hay Street, SUBIACO, WA, AUSTRALIA, 6008",(08) 9381 9997,(08) 9381 9996,"COMPUTERSHARE INVESTOR SERVICES PTY LIMITED
                    Level 11, 172 St Georges Terrace, PERTH, WA, AUSTRALIA, 6000",1300 850 505,,,,,,,,,,
ORI,28/11/61,Materials,No,http://www.orica.com,"Level 3, 1 Nicholson Street, EAST MELBOURNE, VIC, AUSTRALIA, 3002",(03) 9665 7111,(03) 9665 7937,"LINK MARKET SERVICES LIMITED
                    Tower 4, 727 Collins Street, DOCKLANDS, VIC, AUSTRALIA, 3008",1300 554 474,,,,,,,,,,
ORG,13/7/61,Energy,No,http://www.originenergy.com.au/,"Level 32, Tower 1, 100 Barangaroo Avenue, SYDNEY, NSW, AUSTRALIA, 2000",(02) 8345 5000,(02) 9252 9244,"BOARDROOM PTY LIMITED
                    LEVEL 12, 225 GEORGE STREET, SYDNEY, NSW, AUSTRALIA, 2000",(02) 9290 9600,,,,,,,,,,
OEQ,19/11/70,Diversified Financials,No,http://www.orionequities.com.au,"Level 2, 31 Ventnor Avenue, WEST PERTH, WA, AUSTRALIA, 6005",(08) 9214 9797,(08) 9214 9701,"ADVANCED SHARE REGISTRY SERVICES
                    110 STIRLING HIGHWAY, NEDLANDS, WA, AUSTRALIA, 6009",(08) 9389 8033,,,,,,,,,,
ORM,3/1/07,Materials,No,http://www.orionmetals.com.au,"35 Hamish Street, CALAMVALE, QLD, AUSTRALIA, 4116",07 3272 1725,.,"LINK MARKET SERVICES LIMITED
                    Level 21, 10 Eagle Street, BRISBANE, QLD, AUSTRALIA, 4000",1300 554 474,,,,,,,,,,
ORN,31/10/03,Materials,No,http://www.orionminerals.com.au,"Suite 617, 530 Little Collins Street, MELBOURNE, VIC, AUSTRALIA, 3000",03 8080 7170,03 8080 7174,"LINK MARKET SERVICES LIMITED
                    Tower 4, 727 Collins Street, DOCKLANDS, VIC, AUSTRALIA, 3008",1300 554 474,,,,,,,,,,
ONX,28/7/71,Materials,No,http://orminex.com.au/,"Level 1, 1A Agnew Way, SUBIACO, WA, AUSTRALIA, 6008",(08) 6149 1550,(08) 9380 8300,"AUTOMIC REGISTRY SERVICES
                    LEVEL 2, 267 St Georges Terrace,, PERTH, WA, AUSTRALIA, 6000",(08) 9324 2099,,,,,,,,,,
ORE,4/12/07,Materials,No,https://www.orocobre.com,"Riparian Plaza, Level 35, 71 Eagle Street, BRISBANE, QLD, AUSTRALIA, 4000",(07) 3871 3985,-,"COMPUTERSHARE INVESTOR SERVICES PTY LIMITED
                    Yarra Falls, 452 Johnston Street, ABBOTSFORD, VIC, AUSTRALIA, 3067",03 9415 4000,,,,,,,,,,
ORA,18/12/13,Materials,No,http://www.ororagroup.com,"109-133 Burwood Road, HAWTHORN, VIC, AUSTRALIA, 3122",(03) 9811 7111,(03) 9811 7171,"LINK MARKET SERVICES LIMITED
                    Tower 4, 727 Collins Street, DOCKLANDS, VIC, AUSTRALIA, 3008",1300 554 474,,,,,,,,,,
OCC,12/8/14,"Pharmaceuticals, Biotechnology & Life Sciences",No,http://www.orthocell.com.au,"Building 191 Murdoch University, South Street, MURDOCH, WA, AUSTRALIA, 6150",(08) 9360 2888,(08) 9360 2899,"AUTOMIC REGISTRY SERVICES
                    LEVEL 2, 267 St Georges Terrace,, PERTH, WA, AUSTRALIA, 6000",(08) 9324 2099,,,,,,,,,,
OSP,2/5/12,Health Care Equipment & Services,No,http://www.ospreymed.com,"Level 13, 41 Exhibition Street, MELBOURNE, VIC, AUSTRALIA, 3000",0410 442 393,(03) 9663 6609,"LINK MARKET SERVICES LIMITED
                    Tower 4, 727 Collins Street, DOCKLANDS, VIC, AUSTRALIA, 3008",1300 554 474,,,,,,,,,,
OSX,23/9/19,Health Care Equipment & Services,No,http://www.osteopore.com,"Ground Floor, 16 Ord Street, WEST PERTH, WA, AUSTRALIA, 6005",(08) 9482 0500,-,"LINK MARKET SERVICES LIMITED
                    Level 12 QV1 Building, 250 St Georges Terrace Perth, PERTH, WA, AUSTRALIA, 6000",1300 554 474,,,,,,,,,,
OLV,31/3/15,Software & Services,No,http://www.otherlevels.com,"c/o McCullough Robertson Lawyers, Level 11, 66 Eagle Street, BRISBANE, QLD, AUSTRALIA, 4000",(07) 30030652,(07)30538098,"LINK MARKET SERVICES LIMITED
                    Level 21, 10 Eagle Street, BRISBANE, QLD, AUSTRALIA, 4000",1300 554 474,,,,,,,,,,
OEL,22/12/04,Energy,No,http://www.ottoenergy.com,"Ground Floor, 70 Hindmarsh Square, ADELAIDE, SA, AUSTRALIA, 5000",08 6467 8800,08 6467 8801,"LINK MARKET SERVICES LIMITED
                    LEVEL 4 CENTRAL PARK, 152 ST GEORGES TERRACE, PERTH, WA, AUSTRALIA, 6000",1300 554 474,,,,,,,,,,
OVT,13/2/92,Commercial & Professional Services,No,http://www.ovato.com.au,"Level 4, 60 Union Street, PYRMONT, NSW, AUSTRALIA, 2009",(02) 9412 6000,(02) 9412 6194,"COMPUTERSHARE INVESTOR SERVICES PTY LIMITED
                    Level 5, 115 Grenfell Street, ADELAIDE, SA, AUSTRALIA, 5000",08 8236 2300,,,,,,,,,,
OVN,19/7/16,Health Care Equipment & Services,No,http://www.oventus.com.au,"Suite 1, 1 Swann Road, INDOOROOPILLY, QLD, AUSTRALIA, 4068",(07) 3831 8866,-,"COMPUTERSHARE INVESTOR SERVICES PTY LIMITED
                    Level 1, 200 Mary Street, BRISBANE, QLD, AUSTRALIA, 4000",1300 552 270,,,,,,,,,,
OTW,3/12/15,Software & Services,No,http://www.overthewire.com.au,"Level 24, 100 Creek Street, BRISBANE, QLD, AUSTRALIA, 4000",1300 689 689,-,"LINK MARKET SERVICES LIMITED
                    Level 21, 10 Eagle Street, BRISBANE, QLD, AUSTRALIA, 4000",1300 554 474,,,,,,,,,,
OZL,1/1/70,Materials,No,http://www.ozminerals.com,"2 Hamra Drive, ADELAIDE AIRPORT, SA, AUSTRALIA, 5950",(61 8) 8229 6600,(61 8) 8229 6601,"LINK MARKET SERVICES LIMITED
                    Tower 4, 727 Collins Street, DOCKLANDS, VIC, AUSTRALIA, 3008",1300 554 474,,,,,,,,,,
OZG,2/1/08,Not Applic,No,http://www.ozgrowth.com.au,"Level 18, Alluvion, 58 Mounts Bay Road, PERTH, WA, AUSTRALIA, 6000",(08) 9321 7877,(08) 9321 8288,"COMPUTERSHARE INVESTOR SERVICES PTY LIMITED
                    Level 11, 172 St Georges Terrace, PERTH, WA, AUSTRALIA, 6000",1300 850 505,,,,,,,,,,
P2P,13/12/17,Transportation,No,https://p2ptransport.com.au,"11 Dryandra Road, BRISBANE AIRPORT, QLD, AUSTRALIA, 4008",+61 7 3860 1800,+61 7 3860 6000,"BOARDROOM PTY LIMITED
                    LEVEL 12, 225 GEORGE STREET, SYDNEY, NSW, AUSTRALIA, 2000",(02) 9290 9600,,,,,,,,,,
PAK,20/12/07,Materials,No,http://www.pamcoal.com,"Suite 706, Level 7, 89 York Street, SYDNEY, NSW, AUSTRALIA, 2000",(02) 8964 4373,(02) 9252 8400,"BOARDROOM PTY LIMITED
                    LEVEL 12, 225 GEORGE STREET, SYDNEY, NSW, AUSTRALIA, 2000",(02) 9290 9600,,,,,,,,,,
PBX,25/5/07,Materials,No,http://www.pacificbauxite.com.au,"Level 3, 33 Ord Street, WEST PERTH, WA, AUSTRALIA, 6005",(08) 9481 4478,(08) 9486 4833,"COMPUTERSHARE INVESTOR SERVICES PTY LIMITED
                    Level 11, 172 St Georges Terrace, PERTH, WA, AUSTRALIA, 6000",1300 850 505,,,,,,,,,,
PAC,25/9/87,Diversified Financials,No,http://www.paccurrent.com,"Level 29, 259 George Street, SYDNEY, NSW, AUSTRALIA, 2000",(02) 8243 0400,(02) 8243 0410,"COMPUTERSHARE INVESTOR SERVICES PTY LIMITED
                    Yarra Falls, 452 Johnston Street, ABBOTSFORD, VIC, AUSTRALIA, 3067",03 9415 4000,,,,,,,,,,
PSQ,21/11/14,Health Care Equipment & Services,No,http://www.pacificsmilesgroup.com.au/,"Level 1, 6 Molly Morgan Drive, GREEN HILLS, NSW, AUSTRALIA, 2323",(02) 4930 2000,(02) 4930 2099,"LINK MARKET SERVICES LIMITED
                    LEVEL 12, 680 GEORGE STREET, SYDNEY, NSW, AUSTRALIA, 2000",1300 554 474,,,,,,,,,,
PNW,28/11/00,Media & Entertainment,No,http://www.pacificstarnetwork.com.au,"Level 5, 111 Coventry Street, SOUTHBANK, VIC, AUSTRALIA, 3006",(03) 8420 1116,(03) 9421 5383,"COMPUTERSHARE INVESTOR SERVICES PTY LIMITED
                    Yarra Falls, 452 Johnston Street, ABBOTSFORD, VIC, AUSTRALIA, 3067",03 9415 4000,,,,,,,,,,
PMY,15/7/04,Materials,No,http://www.pacificominerals.com.au,"Level 1, 105 St Georges Terrace, PERTH, WA, AUSTRALIA, 6000",+61 8 6268 0449,+61 8 9421 1008,"AUTOMIC REGISTRY SERVICES
                    Level 5, 126 Phillip Street, SYDNEY, NSW, AUSTRALIA, 2000",02 9698 5414,,,,,,,,,,
PGH,17/12/13,Materials,No,http://www.pactgroup.com.au,"Level 1, Building 6, 650 Church Street, Richmond, VIC, AUSTRALIA, 3121",(03) 8825 4100,(03) 9815 8388,"COMPUTERSHARE INVESTOR SERVICES PTY LIMITED
                    Yarra Falls, 452 Johnston Street, ABBOTSFORD, VIC, AUSTRALIA, 3067",03 9415 4000,,,,,,,,,,
PCK,1/5/12,Health Care Equipment & Services,No,http://www.painchek.com,"Suite 8, 110 Hay Street, SUBIACO, WA, AUSTRALIA, 6008",08 9388 8290,08 9388 8256,"BOARDROOM PTY LIMITED
                    LEVEL 12, 225 GEORGE STREET, SYDNEY, NSW, AUSTRALIA, 2000",(02) 9290 9600,,,,,,,,,,
PDN,29/3/94,Energy,No,http://www.paladinenergy.com.au/,"Level 4, 502 Hay Street, SUBIACO, WA, AUSTRALIA, 6008",(08) 9381 4366,(08) 9381 4978,"COMPUTERSHARE INVESTOR SERVICES PTY LIMITED
                    Level 11, 172 St Georges Terrace, PERTH, WA, AUSTRALIA, 6000",1300 850 505,,,,,,,,,,
PAL,13/8/15,"Pharmaceuticals, Biotechnology & Life Sciences",No,http://www.tpienterprises.com,"c/- Link Market Services Limited, Tower 4, 727 Collins Street, MELBOURNE, VIC, AUSTRALIA, 3008",03 9301 0800,03 9301 0899,"LINK MARKET SERVICES LIMITED
                    Tower 4, 727 Collins Street, DOCKLANDS, VIC, AUSTRALIA, 3008",1300 554 474,,,,,,,,,,
PCL,11/9/86,Energy,No,http://www.pancon.com.au/,"Level 1, 10 Ord Street, WEST PERTH, WA, AUSTRALIA, 6005",(08) 6363 7090,(08) 6363 7099,"ADVANCED SHARE REGISTRY SERVICES
                    110 STIRLING HIGHWAY, NEDLANDS, WA, AUSTRALIA, 6009",(08) 9389 8033,,,,,,,,,,
PAN,14/9/01,Materials,No,http://www.panoramicresources.com,"Level 9, 553 Hay Street, PERTH, WA, AUSTRALIA, 6000",(08) 6266 8600,(08) 9421 1008,"COMPUTERSHARE INVESTOR SERVICES PTY LIMITED
                    Level 11, 172 St Georges Terrace, PERTH, WA, AUSTRALIA, 6000",1300 850 505,,,,,,,,,,
PGI,25/11/93,Materials,No,http://www.panterragold.com,"55 Kirkham Road, BOWRAL, NSW, AUSTRALIA, 2576",+61 2 4861 1740,(02) 48617665,"COMPUTERSHARE INVESTOR SERVICES PTY LIMITED
                    Level 3, 60 Carrington Street, SYDNEY, NSW, AUSTRALIA, 2000",02 8234 5000,,,,,,,,,,
PNR,21/5/87,Materials,No,http://www.pantoro.com.au,"1187 Hay Street, WEST PERTH, WA, AUSTRALIA, 6005",08 6263 1110,08 6263 1119,"COMPUTERSHARE INVESTOR SERVICES PTY LIMITED
                    Level 1, 200 Mary Street, BRISBANE, QLD, AUSTRALIA, 4000",1300 552 270,,,,,,,,,,
PPY,15/4/05,Materials,No,http://www.papyrusaustralia.com.au/,"C/- HLB Mann Judd, 169 Fullarton Road, DULWICH, SA, AUSTRALIA, 5065",+61 8 7324 1232,-,"COMPUTERSHARE INVESTOR SERVICES PTY LIMITED
                    Level 5, 115 Grenfell Street, ADELAIDE, SA, AUSTRALIA, 5000",08 8236 2300,,,,,,,,,,
PAR,19/8/15,"Pharmaceuticals, Biotechnology & Life Sciences",No,http://www.paradigmbiopharma.com,"Level 2, 517 Flinders Lane, MELBOURNE, VIC, AUSTRALIA, 3000",(03) 9629 5566,(03) 9629 5466,"COMPUTERSHARE INVESTOR SERVICES PTY LIMITED
                    Yarra Falls, 452 Johnston Street, ABBOTSFORD, VIC, AUSTRALIA, 3067",03 9415 4000,,,,,,,,,,
PGC,15/10/99,Health Care Equipment & Services,No,http://www.paragoncare.com.au,"50-54 Clayton Road, CLAYTON, VIC, AUSTRALIA, 3168",1300 369 559,03 8833 7890,"LINK MARKET SERVICES LIMITED
                    Tower 4, 727 Collins Street, DOCKLANDS, VIC, AUSTRALIA, 3008",1300 554 474,,,,,,,,,,
PRZ,18/6/18,Technology Hardware & Equipment,No,http://www.parazero.com/,"Level 27, 101 Collins Street, MELBOURNE, VIC, AUSTRALIA, 3000",08 6189 1155,+972 3 688 5246,"AUTOMIC REGISTRY SERVICES
                    LEVEL 2, 267 St Georges Terrace,, PERTH, WA, AUSTRALIA, 6000",(08) 9324 2099,,,,,,,,,,
PNL,20/12/12,Energy,No,http://www.paringaresources.com,"Level 9, BGC Centre, 28 The Esplanade, PERTH, WA, AUSTRALIA, 6000",+61 8 9322 6322,+61 8 9322 6558,"COMPUTERSHARE INVESTOR SERVICES PTY LIMITED
                    Level 11, 172 St Georges Terrace, PERTH, WA, AUSTRALIA, 6000",1300 850 505,,,,,,,,,,
PKD,6/12/17,Commercial & Professional Services,No,http://https//www.parkdgroup.com,"441 Stirling Highway, CLAREMONT, WA, AUSTRALIA, 6010",+61 8 9429 8863,-,"LINK MARKET SERVICES LIMITED
                    LEVEL 4 CENTRAL PARK, 152 ST GEORGES TERRACE, PERTH, WA, AUSTRALIA, 6000",1300 554 474,,,,,,,,,,
PWN,13/5/11,Materials,No,http://www.parkwayminerals.com.au,"Level 1, 675 Murray Street, WEST PERTH, WA, AUSTRALIA, 6005",(08) 9479 5386,(08) 9475 0847,"ADVANCED SHARE REGISTRY SERVICES
                    110 STIRLING HIGHWAY, NEDLANDS, WA, AUSTRALIA, 6009",(08) 9389 8033,,,,,,,,,,
