issuer_code,listing_date,gics_industry_group,exempt_foreign,internet_address,registered_office_address,head_office_telephone,head_office_fax,registry_id
MSI,1993-2-11,Capital Goods,No,http://www.multistack.com.au/,"17 Friars Road, MOORABBIN, VIC, AUSTRALIA, 3189",(03) 8586 8200,(03) 8586 8201,19
MCA,2011-3-30,"Food, Beverage & Tobacco",No,http://www.murraycodaustralia.com,"Level 1, 153 Yambil Street, GRIFFITH, NSW, AUSTRALIA, 2680",(02) 6964 1544,(02) 6964 1546,1
MRG,2016-12-16,"Food, Beverage & Tobacco",No,http://www.murrayriverorganics.com.au,"32 Crompton Way, DANDENONG SOUTH, VIC, AUSTRALIA, 3175",(03) 8792 8500,(03) 8792 2916,19
MGV,2011-4-29,Materials,No,http://www.musgraveminerals.com.au,"Ground Floor, 5 Ord Street, WEST PERTH, WA, AUSTRALIA, 6005",(08) 9324 1061,(08) 9324 1014,16
MPX,2014-11-28,Real Estate,No,http://mustera.com.au/,"15 McCabe Street, NORTH FREMANTLE, WA, AUSTRALIA, 6159",(08) 9386 7069,-,1
MYL,2007-12-3,Materials,No,http://www.myanmarmetals.com.au,"Suite 4, 38 Colin Street, WEST PERTH, WA, AUSTRALIA, 6005",08 61478100,8,3
MYR,2009-11-2,Retailing,No,http://www.myer.com.au,"Level 7, 800 Collins Street, DOCKLANDS, VIC, AUSTRALIA, 3008",(03) 8667 6800,(03) 8667 6074,27
MYQ,2015-8-17,Software & Services,No,http://www.MyFiziq.com,"Unit 5, 71-73 South Perth Esplanade, SOUTH PERTH, WA, AUSTRALIA, 6151",08 6244 0388,08 6244 0388,3
MYS,2009-9-10,Banks,No,http://www.mystatelimited.com.au,"Level 2, 137 Harrington Street, HOBART, TAS, AUSTRALIA, 7000",(03) 6215 9602,03 6215 9760,19
N1H,2016-3-18,Banks,No,http://www.n1holdings.com.au,"C/- Sundaraj & Ker, Level 36, Australia Square, 264 George Street, SYDNEY, NSW, AUSTRALIA, 2000",+61 2 9262 6262,+61 2 9299 1286,22
NAG,2006-6-23,Materials,No,,"533 Zanelli Road, NAGAMBIE, VIC, AUSTRALIA, 3608",-,(03) 5794 1790,4
NAM,1998-4-6,Commercial & Professional Services,No,http://www.namoicotton.com.au/,"1b Kitchener Street, TOOWOOMBA, QLD, AUSTRALIA, 4350",(07) 4631 6100,(07) 4631 6184,17
NC6,2017-10-18,"Pharmaceuticals, Biotechnology & Life Sciences",No,http://www.nanollose.com,"Suite 5, CPC, 145 Stirling Highway, NEDLANDS, WA, AUSTRALIA, 6009",+61 8 9389 3120,-,3
NAN,2007-5-17,Health Care Equipment & Services,No,http://www.nanosonics.com.au,"14 Mars Rd, LANE COVE, NSW, AUSTRALIA, 2066",(02) 8063 1600,(02) 9317 5010,16
NVU,2018-11-30,Technology Hardware & Equipment,No,http://www.nanoveu.com,"Blk 81 Ayer Rajah Crescent, #03-43, ., ., SINGAPORE, 139967",+65 6557 0155,-,3
NCC,2013-2-26,Not Applic,No,http://www.naos.com.au,"Level 34, MLC Centre, 19 Martin Place, SYDNEY, NSW, AUSTRALIA, 2000",02 9947 2540,02 8064 0510,8
NAC,2014-11-12,Not Applic,No,http://www.naos.com.au,"Level 34, MLC Centre, 19 Martin Place, SYDNEY, NSW, AUSTRALIA, 2000",02 9947 2540,02 8215 0037,8
NSC,2004-3-25,Not Applic,No,http://naos.com.au/naos-small-cap-opportunities-company-limi,"Level 34, MLC Centre, 19 Martin Place, SYDNEY, NSW, AUSTRALIA, 2000",(02) 9002 1576,(02) 8215 0037,8
NAB,1974-1-1,Banks,No,http://www.nabgroup.com,"Level 1, 800 Bourke Street, DOCKLANDS, VIC, AUSTRALIA, 3008",61 3 8872 2461,61 1300 099 249,19
NFI,2019-12-20,Not Applic,No,,"Level 10, 22 Pitt St, SYDNEY, NSW, AUSTRALIA, 2000",1800 549 767,-,2
NAH,2013-3-15,Not Applic,No,,"Advantedge Financial Services Pty Ltd, Level 10, 101 Collins Street, MELBOURNE, VIC, AUSTRALIA, 3000",03 8616 1000,03 8616 4439,34
NAJ,2015-5-27,Not Applic,No,,"National Australia Managers Limited, Level 1, 800 Bourke Street, DOCKLANDS, VIC, AUSTRALIA, 3008",-,-,34
NRM,2016-7-22,Not Applic,No,,"., ., NSW, AUSTRALIA, 2000",.,-,35
NRO,2018-5-4,Not Applic,No,,"National Australia Bank Limited, Level 1, 800 Bourke Street, DOCKLANDS, VIC, AUSTRALIA, 3008",6.10E+11,-,34
NSR,2013-12-19,Real Estate,No,http://www.nationalstorage.com.au,"Level 23, 71 Eagle St, BRISBANE, QLD, AUSTRALIA, 4000",1800 683 290,-,19
NTD,2017-12-15,Retailing,No,http://www.ntaw.com.au,"30 Gow Street, MOOROOKA, QLD, AUSTRALIA, 4105",(07) 3212 0950,(07) 3212 0951,17
NML,2011-3-31,Materials,No,http://www.navarre.com.au,"40-44 Wimmera Street, (PO Box 385), STAWELL, VIC, AUSTRALIA, 3380",+ 61 3 5358 8625,No fax,8
NGI,2006-4-28,Diversified Financials,No,http://www.navigatorglobal.com.au,"Level 21, 10 Eagle Street, BRISBANE, QLD, AUSTRALIA, 4000",07 3218 6200,07 3229 7580,23
NBI,2018-9-26,Not Applic,No,http://www.nb.com/nbi,"Level 1, 575 Bourke Street, MELBOURNE, VIC, AUSTRALIA, 3000",1300 032 754,+61 3 9923 6672,8
NEA,2000-12-7,Software & Services,No,http://www.nearmap.com,"Level 4, Tower One, International Towers Sydney, 100 Barangaroo Avenue, BARANGAROO, NSW, AUSTRALIA, 2000",02 8076 0700,02 8076 0701,17
NES,2017-12-7,Materials,No,http://www.nelsonresources.com.au,"Level 11 London House, 216 St Georges Terrace, PERTH, WA, AUSTRALIA, 6000",+61 8 9481 0389,+61 8 9463 6103,3
NMT,2002-7-10,Materials,No,http://www.neometals.com.au,"Level 3, 1292 Hay Street, WEST PERTH, WA, AUSTRALIA, 6005",(08) 9322 1182,(08) 9321 0556,16
NCL,2015-7-6,Media & Entertainment,No,http://www.netccentric.com,"18 Roberts Lane, #04-01 Goodland Building, ., ., ., SINGAPORE, 218297",+ 65 6295 5990,-,4
NET,2011-1-13,Software & Services,No,http://www.NetLinkz.com,"Suite 11, 50 Stanley Street, DARLINGHURST, NSW, AUSTRALIA, 2010",02 9285 1300,02 9261 2977,16
NWL,2017-11-20,Diversified Financials,No,http://netwealth.com.au,"Level 8, 52 Collins Street, MELBOURNE, VIC, AUSTRALIA, 3000",(03) 9655 1300,-,23
NEU,2005-2-3,"Pharmaceuticals, Biotechnology & Life Sciences",No,http://www.neurenpharma.com,"At the offices of Lowndes Jordan, Level 15, PWC Tower, 188 Quay Street, AUCKLAND, ., NEW ZEALAND, 1141",+61 3 9092 0480,+64 9 361 7981,27
NSB,2018-7-27,"Pharmaceuticals, Biotechnology & Life Sciences",No,http://www.neuroscientific.com/,"C/- McRae Investments Pty Ltd, Level 1, 45 Stirling Highway, NEDLANDS, WA, AUSTRALIA, 6009",08 6382 1800,-,3
NTI,2016-11-4,Health Care Equipment & Services,No,http://www.neurotechinternational.com/,"Suite 5 CPC, 145 Stirling Hwy, NEDLANDS, WA, AUSTRALIA, 6009",08 9389 3130,08 9389 3199,3
NAE,1994-2-18,Energy,No,http://www.nae.net.au,"Level 2, 480 Collins Street, MELBOURNE, VIC, AUSTRALIA, 3000",613 8610 6494,613 8610 6334,27
NCZ,2010-12-8,Materials,No,http://www.newcenturyresources.com,"Level 4, 360 Collins Street, MELBOURNE, VIC, AUSTRALIA, 3000",+61 3 9070 3300,+61 8 9388 8824,4
NXE,2002-5-10,Materials,No,http://www.newenergyminerals.com.au,"C/ MVP Financial, Level 1, 9 Bowman Street, SOUTH PERTH, WA, AUSTRALIA, 6151",+61 8 9217 2400,+61 8 9217 2401,16
NEW,2017-12-4,Utilities,No,http://www.nes.com.au,"Level 15, 100 Pacific Highway, NORTH SYDNEY, NSW, AUSTRALIA, 2060",1300 454 801,-,23
NHC,2003-9-16,Energy,No,http://www.newhopegroup.com.au,"Level 16, 175 Eagle Street, BRISBANE, QLD, AUSTRALIA, 4000",(07) 3418 0500,(07) 3418 0355,15
NSE,2007-8-15,Energy,No,http://www.newstandard.com.au,"Unit 1, 117 Brisbane Street, PERTH, WA, AUSTRALIA, 6000",(08) 9227 9280,(08) 9227 9280,16
NTL,1987-5-28,Materials,No,http://www.newtalismangoldmines.co.nz,"Nathan House, 541 Parnell Road, ., PARNELL, ., NEW ZEALAND, 1052",0011 64 9 303 1893,0011 64 9 303 1612,20
NWC,2005-9-21,Materials,No,http://www.newworldres.com,"1 / 100 Railway Road, SUBIACO, WA, AUSTRALIA, 6008",+61 8 9226 1356,+61 8 9226 2027,3
NZS,2007-6-19,"Food, Beverage & Tobacco",No,http://www.nzcoastalseafoods.com,"Suite 5 CPC, 145 Stirling Highway, NEDLANDS, WA, AUSTRALIA, 6009",08 9389 3170,08 9389 3199,3
NZK,2016-10-19,"Food, Beverage & Tobacco",Yes,http://www.kingsalmon.co.nz,"93 Beatty Street, Annesbrook, ., NELSON, ., NEW ZEALAND, 7011",+64 3 548 5714,-,17
NCM,1987-6-4,Materials,No,http://www.newcrest.com.au/,"Level 8, 600 St Kilda Road, MELBOURNE, VIC, AUSTRALIA, 3004",(03) 9522 5333,(03) 9525 2996,27
NWF,2012-6-8,Materials,No,http://www.newfieldresources.com.au,"15 McCabe Street, NORTH FREMANTLE, WA, AUSTRALIA, 6159",(08) 6389 2688,(08) 6389 2588,1
NWS,2013-6-19,Media & Entertainment,No,http://www.newscorp.com,"2 Holt Street, SURRY HILLS, NSW, AUSTRALIA, 2010",(02) 9288 3000,(02) 9288 3275,18
NME,2007-12-6,Materials,No,http://www.nexmetals.com,"45 Guthrie St, OSBORNE PARK, WA, AUSTRALIA, 6017",08 9221 6813,08 9221 3091,1
NXS,2019-4-18,Health Care Equipment & Services,No,http://www.nextscience.com,"Suite 1902 Level 19, Tower A, The Zenith Building, CHATSWOOD, NSW, AUSTRALIA, 2067",02 8607 5124,02 9287 0350,23
NXT,2010-12-13,Software & Services,No,http://www.NEXTDC.com,"20 Wharf Street, BRISBANE, QLD, AUSTRALIA, 4000",(07) 3177 4777,(07) 3177 4788,24
NXM,2007-2-23,Materials,No,http://www.nexus-minerals.com,"Unit 8-9, 88 Forrest Street, COTTESLOE, WA, AUSTRALIA, 6011",(08) 9481 1749,(08) 9481 1756,1
NGE,2007-12-28,Not Applic,No,http://www.ngecapital.com.au,"Level 4 North Building, 333 Collins Street, MELBOURNE, VIC, AUSTRALIA, 3000",(03) 9648 2290,(03) 7000 5077,8
NHF,2007-11-5,Insurance,No,http://www.nib.com.au,"22 Honeysuckle Drive, NEWCASTLE, NSW, AUSTRALIA, 2300",13 14 63,(02) 4925 2151,17
NCK,2004-5-26,Retailing,No,http://www.nickscali.com.au,"Level 7, Triniti 2, 39 Delhi Road, NORTH RYDE, NSW, AUSTRALIA, 2113",(02) 9748 4000,(02) 9748 4022,23
NIC,2018-8-20,Materials,No,http://www.nickelmines.com.au/,"Level 2, 66 Hunter Street, SYDNEY, NSW, AUSTRALIA, 2000",02 9300 3311,02 9221 6333,17
NEC,2013-12-6,Media & Entertainment,No,http://www.nineentertainment.com.au,"Level 9, 1 Denison Street, NORTH SYDNEY, NSW, AUSTRALIA, 2060",(02) 9906 9999,(02) 9965 2215,23
NTO,2019-12-11,Software & Services,No,http://www.gonitro.com,"Unit 4, 246 Bourke Street, MELBOURNE, VIC, AUSTRALIA, 3000",+1 415 651 4700,-,19
NIU,1986-12-9,Materials,No,http://www.niuminco.com.au,"Suite 50, 14 Narabang Way, BELROSE, NSW, AUSTRALIA, 2085",(02) 9450 0828,(02) 9241 5818,4
NIB,1999-3-24,Not Applic,No,http://www.nib.int/home,"Fabianinkatu 34, PO Box 249, AUSTRALIA,",+35 810618001,+35 8106180714,38
NTU,2006-11-15,Materials,No,http://www.northernminerals.com.au,"Level 1, 675 Murray Street, WEST PERTH, WA, AUSTRALIA, 6005",+61 8 9481 2344,+61 8 9481 5929,4
NST,2003-12-17,Materials,No,http://www.nsrltd.com,"Level 1, 388 Hay Street, SUBIACO, WA, AUSTRALIA, 6008",+61 8 6188 2100,+61 8 6188 2111,22
NWE,1997-9-19,Energy,No,http://www.norwestenergy.com.au/,"Level 2, 30 Richardson Street, WEST PERTH, WA, AUSTRALIA, 6005",(08) 9227 3240,(08) 9227 3211,16
NWM,2018-11-29,Materials,No,http://www.norwestminerals.com.au,"Suite 1A, Level 1, 7 Ventnor Ave, WEST PERTH, WA, AUSTRALIA, 6005",-,-,4
NOR,1995-6-27,Software & Services,No,http://www.norwoodsystems.com,"4 Leura St, NEDLANDS, WA, AUSTRALIA, 6009",+61 8 9200 3500,+61 8 9322 7602,23
EYE,1987-10-12,Health Care Equipment & Services,No,http://www.nova-eye.com,"3-4 Second Avenue, MAWSON LAKES, SA, AUSTRALIA, 5095",08 8362 0193,08 8362 0193,18
NVA,1987-6-11,Materials,No,http://novaminerals.com.au/,"Suite 602, 566 St Kilda Road, MELBOURNE, VIC, AUSTRALIA, 3004",+61 3 9537 1238,+61 3 9614 0550,27
NOV,2016-1-18,Software & Services,No,http://www.novatti.com,"Level 3, 461 Bourke Street, MELBOURNE, VIC, AUSTRALIA, 3000",(08) 9388 8290,-,3
NVX,2015-12-2,Technology Hardware & Equipment,No,http://www.novonixgroup.com,"C/- McCullough Robertson, Level 11, Central Plaza Two, 66 Eagle Street, BRISBANE, QLD, AUSTRALIA, 4000",00414 970 566,07 3229 9949,24
NOX,2016-8-9,"Pharmaceuticals, Biotechnology & Life Sciences",No,http://www.noxopharm.com,"Suite 3 Level 4, 828 Pacific Highway, GORDON, NSW, AUSTRALIA, 2072",(02) 9144 2223,02 9251 7455,4
NWH,2007-9-5,Capital Goods,No,http://www.nrw.com.au,"181 Great Eastern Highway, BELMONT, WA, AUSTRALIA, 6104",(08) 9232 4200,(08) 92324234,25
NSX,2005-1-13,Diversified Financials,No,https://www.nsx.com.au,"Level 3, Suite 3.04, 1 Bligh Street, SYDNEY, NSW, AUSTRALIA, 200",(02) 8378 6400,(02) 8378 6456,8
NTM,2006-9-26,Materials,No,http://www.ntmgold.com.au,"Unit 4, 20 Altona Street, WEST PERTH, WA, AUSTRALIA, 6005",(08) 9481 6666,08 9481 6677,16
NUC,2019-12-9,"Food, Beverage & Tobacco",No,http://www.nuchev.com.au,"194-196 High Street, BELMONT, VIC, AUSTRALIA, 3216",(03) 9544 8910,(03) 9544 8910,4
NCR,1996-5-31,Materials,No,http://www.nucoal.com.au,"Unit 8, 24 Garnett Road, GREENHILLS, NSW, AUSTRALIA, 2323",+61 2 4015 0500,+61 2 4015 0599,23
NGY,1987-1-15,Energy,No,http://www.nuenergygas.com,"c/- KPMG, Level 38, Tower 3, International Towers, 300 Barangaroo Avenue, SYDNEY, NSW, AUSTRALIA, 2000",(02) 80767600,02 80767600,27
NFN,2006-11-27,Not Applic,No,http://www.nufarm.com.au/,"c/- Nufarm Limited, 103 - 105 Pipe Road, LAVERTON NORTH, VIC, AUSTRALIA, 3026",(03) 9282 1000,(03) 9282 1132,20
NUF,1988-11-10,Materials,No,http://www.nufarm.com,"103-105 Pipe Road, LAVERTON NORTH, VIC, AUSTRALIA, 3026",(03) 9282-1000,(03) 9282-1007,19
NUH,2010-3-5,Technology Hardware & Equipment,No,http://www.nuheara.com/,"190 Aberdeen Street, NORTHBRIDGE, WA, AUSTRALIA, 6003",(08)65559999,(08)65559998,16
NUS,2017-8-2,Materials,No,http://www.nusantararesources.com,"Ground Floor, 20 Kings Park Road, WEST PERTH, WA, AUSTRALIA, 6005",08 94608600,08 94608600,19
NVO,2010-11-30,Media & Entertainment,No,http://www.nvoi.com.au,"Level 5, 126 Phillip Street, SYDNEY, NSW, AUSTRALIA, 2000",+61 2 9299 9690,+61 2 9299 9629,4
NYR,2020-1-16,"Pharmaceuticals, Biotechnology & Life Sciences",No,http://www.nyrada.com/site/content/,"Suite 3, Level 4, 828 Pacific Highway, GORDON, NSW, AUSTRALIA, 2072",+61 2 9053 1990,+ 61 2 9053 1999,4
NZM,2016-6-27,Media & Entertainment,Yes,http://www.nzme.co.nz,"2 Graham Street, ., ., AUCKLAND CENTRAL, ., NEW ZEALAND, 1010",64 27 479 0697,64,23
OKJ,2008-6-11,Materials,No,http://www.oakajeecorp.com.au,"39 Clifton Street, NEDLANDS, WA, AUSTRALIA, 6009",+61 8 9389 6032,+61 8 9389 8226,1
OAR,1998-12-17,Materials,No,http://www.oakdaleresources.com.au,"Unit 3, 32 Harrogate Street, WEST LEEDER, WA, AUSTRALIA, 6007",08 6117 4797,08 6117 4797,4
OBJ,2000-5-29,"Pharmaceuticals, Biotechnology & Life Sciences",No,http://www.obj.com.au,"Level 1, 284 Oxford Street, LEEDERVILLE, WA, AUSTRALIA, 6007",08 9443 3011,08 9443 9960,4
OCL,2000-8-17,Software & Services,No,http://www.objective.com,"Level 30, 177 Pacific Highway, NORTH SYDNEY, NSW, AUSTRALIA, 2060",(02) 9955 2288,(02) 9955 5011,8
OGA,2017-11-14,"Food, Beverage & Tobacco",No,https://oceangrown.com.au,"Tenancy 302, Atwell Arcade, Level 3, FREMANTLE, WA, AUSTRALIA, 6160",+61 8 6181 8888,+61 8 6181 8899,3
OGC,2007-6-19,Materials,No,http://www.oceanagold.com,"Level 14, 357 Collins Street, MELBOURNE, VIC, AUSTRALIA, 3000",(03) 9656 5300,(03) 9656 5333,19
OCA,2017-5-5,Health Care Equipment & Services,Yes,http://www.oceaniahealthcare.co.nz/,"C/o Allens Corporate Services Pty Ltd, Level 5, Deutsche Bank Place, SYDNEY, NSW, AUSTRALIA, 2000",+64 9 361 0483,-,11
OXX,2009-11-6,Energy,No,http://www.octanex.com.au,"108 Marlborough Street, BENTLEIGH EAST, VIC, AUSTRALIA, 3165",+61(0)3 8610 4702,+61(0)3 8610 4799,4
ODM,2010-8-5,Materials,No,http://odinmetals.com.au/,"Ground floor, 35 Richardson Street, WEST PERTH, WA, AUSTRALIA, 6005",-,-,18
ODY,2005-11-30,Energy,No,http://www.odysseyenergy.com.au/,"Level 9, BGC Centre, 28 The Esplanade, PERTH, WA, AUSTRALIA, 6000",(08) 9322 6322,(08) 9322 6558,16
OFX,2013-10-11,Diversified Financials,No,http://www.ofx.com,"Level 19, 60 Margaret Street, SYDNEY, NSW, AUSTRALIA, 2000",(02) 8667 8000,(02) 8667 8080,23
OSH,1974-1-1,Energy,No,http://www.oilsearch.com,"Ground Floor, Harbourside East Building, Stanley Esplanade, NCD, PORT MORESBY, NSW, PAPUA NEW GUINEA, 2000",+675 322 5599,+675 322 5566,17
OEX,2003-10-24,Energy,No,http://www.oilex.com.au/,"Level One, 11 Lucknow Place, WEST PERTH, WA, AUSTRALIA, 6005",432942250,+61 8 9485 3290,22
OKR,2017-9-28,Materials,No,http://www.okapiresources.com,"Level 2, 8 Colin Street, WEST PERTH, WA, AUSTRALIA, 6005",08 6117 9338,08 6117 9330,1
OKU,2007-5-16,Materials,No,http://www.okloresources.com,"Level 5, 56 Pitt Street, SYDNEY, NSW, AUSTRALIA, 2000",(02) 8319 9233,(02) 9252 8466,16
OLH,1960-6-15,Capital Goods,No,http://www.oldfields.com.au,"8 Farrow Road, CAMPBELLTOWN, NSW, AUSTRALIA, 2560",(02) 4645 0700,(02) 4627 0999,8
OLI,2017-6-21,Consumer Services,No,http://http:www.//oliversrealfood.com.au,"10 Amsterdam Circuit, WYONG, NSW, AUSTRALIA, 2259",02 4353 8055,-,8
OMH,1998-3-12,Materials,No,http://www.omholdingsltd.com/,"10 Eunos Road 8, #09-03A, Singapore Post Centre, AUSTRALIA,",+65 6346 5515,+65 6342 2242,16
OBL,2000-1-28,Diversified Financials,No,https://imf.com.au,"Level 18, 68 Pitt Street, SYDNEY, NSW, AUSTRALIA, 2000",02 8223 3567,02 8223 3555,23
OSL,2005-8-15,"Pharmaceuticals, Biotechnology & Life Sciences",No,http://www.oncosil.com.au,"Suite 402 Level 4, 50 Berry Street, NORTH  SYDNEY, NSW, AUSTRALIA, 2060",(02) 9223 3344,(02) 9252 3988,8
1AL,2015-12-3,Consumer Durables & Apparel,No,http://www.oneallinternational.com,"C/o LWPG & Partners, Level 5, 115 Pitt Street, SYDNEY, NSW, AUSTRALIA, 2000",(02) 9225 0200,-,8
ONE,2016-3-17,Health Care Equipment & Services,No,http://www.oneviewhealthcare.com,"Block 2, Blackrock Business Park, Blackrock, DUBLIN, NSW, IRELAND, 2060",02 9060 1850,02 9060 1850,17
OVH,2014-7-25,Diversified Financials,No,http://www.onevue.com.au,"Level 5, 10 Spring Street, SYDNEY, NSW, AUSTRALIA, 2000",(02) 8022 7400,(02) 8022 7448,17
OML,2014-12-17,Media & Entertainment,No,http://www.oohmedia.com.au,"Level 2, 76 Berry Street, NORTH SYDNEY, NSW, AUSTRALIA, 2060",(02) 9927 5555,(02) 9927 5599,23
OOK,2000-2-21,Software & Services,No,https://ookami.com.au,"C/- Otsana Capital, 108 Outram Street, WEST PERTH, WA, AUSTRALIA, 6005",+61 8 9486 7244,+61 8 9463 6373,3
OLL,2019-12-12,Software & Services,No,http://www.openlearning.com,"Level 2, 235 Commonwealth Street,, SURRY HILLS, NSW, AUSTRALIA, 2010",+61 3 8395 5446,+61 3 8678 1747,3
OPY,2019-12-16,Diversified Financials,No,http://www.openpay.com.au,"Level 9, 469 La Trobe Street, MELBOURNE, VIC, AUSTRALIA, 3000",+61 1300 168 359,-,4
OPH,2018-12-19,Not Applic,No,http://www.ophiram.com.au,"Level 18, 123 Pitt Street, SYDNEY, NSW, AUSTRALIA, 2000",1800 022 033,-,8
OPT,1991-4-18,"Pharmaceuticals, Biotechnology & Life Sciences",No,http://www.opthea.com,"Suite 0403, Level 4, 650 Chapel Street, SOUTH YARRA, VIC, AUSTRALIA, 3141",(03) 9826 0399,(03) 9824 0083,19
OPC,2019-8-22,Telecommunication Services,No,http://www.opticomm.net.au,"Level 1, 22 Salmon street, PORT MELBOURNE, VIC, AUSTRALIA, 3207",1300 137 800,390249599,27
OIL,1997-8-8,Health Care Equipment & Services,No,http://www.optiscan.com/,"16 Miles Street, MULGRAVE, VIC, AUSTRALIA, 3170",03 9538 3333,03 9562 7742,19
OPL,1996-3-7,Software & Services,No,http://opyl.ai/,"105, Wellington Street, ST KILDA, VIC, AUSTRALIA, 3182",03 9923 1222,03 9923 1222,4
OBM,2002-10-29,Materials,No,http://www.orabandamining.com.au,"Level 1, 2 Kings Park Road, WEST PERTH, WA, AUSTRALIA, 6005",(08) 6365 4548,(08) 6365 4548,16
OAU,2001-3-22,Materials,No,http://www.thundelarra.com,"Suite 8, Level 2, 47 STIRLING HIGHWAY, NEDLANDS, WA, AUSTRALIA, 6009",+61 8 9389 6927,+61 8 9389 5593,16
OEC,1989-1-24,Capital Goods,No,http://www.orbitalcorp.com.au,"4 Whipple Street, BALCATTA, WA, AUSTRALIA, 6021",(08) 9441 2311,(08) 9441 2133,25
ODA,1986-9-15,Software & Services,No,http://www.orcoda.com,"Level 7, 10 Queens Road, ST KILDA, VIC, AUSTRALIA, 3004",+61 3 9866 7333,+61 3 9866 7303,16
ZOR,1982-7-30,Not Applic,No,http://www.zor.com,"2303 -7 Dominian Centre, QUEENSROAD EAST, NSW, HONG KONG, 2000",92270000,-,
ORR,2011-8-4,Materials,No,http://orecorp.com.au,"Suite 20, Level 1, 513 Hay Street, SUBIACO, WA, AUSTRALIA, 6008",(08) 9381 9997,(08) 9381 9996,16
ORI,1961-11-28,Materials,No,http://www.orica.com,"Level 3, 1 Nicholson Street, EAST MELBOURNE, VIC, AUSTRALIA, 3002",(03) 9665 7111,(03) 9665 7937,27
ORG,1961-7-13,Energy,No,http://www.originenergy.com.au/,"Level 32, Tower 1, 100 Barangaroo Avenue, SYDNEY, NSW, AUSTRALIA, 2000",(02) 8345 5000,(02) 9252 9244,8
OEQ,1970-11-19,Diversified Financials,No,http://www.orionequities.com.au,"Level 2, 31 Ventnor Avenue, WEST PERTH, WA, AUSTRALIA, 6005",(08) 9214 9797,(08) 9214 9701,1
ORM,2007-1-3,Materials,No,http://www.orionmetals.com.au,"35 Hamish Street, CALAMVALE, QLD, AUSTRALIA, 4116",07 3272 1725,.,24
ORN,2003-10-31,Materials,No,http://www.orionminerals.com.au,"Suite 617, 530 Little Collins Street, MELBOURNE, VIC, AUSTRALIA, 3000",03 8080 7170,03 8080 7174,27
ONX,1971-7-28,Materials,No,http://orminex.com.au/,"Level 1, 1A Agnew Way, SUBIACO, WA, AUSTRALIA, 6008",(08) 6149 1550,(08) 9380 8300,3
ORE,2007-12-4,Materials,No,https://www.orocobre.com,"Riparian Plaza, Level 35, 71 Eagle Street, BRISBANE, QLD, AUSTRALIA, 4000",(07) 3871 3985,-,19
ORA,2013-12-18,Materials,No,http://www.ororagroup.com,"109-133 Burwood Road, HAWTHORN, VIC, AUSTRALIA, 3122",(03) 9811 7111,(03) 9811 7171,27
OCC,2014-8-12,"Pharmaceuticals, Biotechnology & Life Sciences",No,http://www.orthocell.com.au,"Building 191 Murdoch University, South Street, MURDOCH, WA, AUSTRALIA, 6150",(08) 9360 2888,(08) 9360 2899,3
OSP,2012-5-2,Health Care Equipment & Services,No,http://www.ospreymed.com,"Level 13, 41 Exhibition Street, MELBOURNE, VIC, AUSTRALIA, 3000",0410 442 393,(03) 9663 6609,27
OSX,2019-9-23,Health Care Equipment & Services,No,http://www.osteopore.com,"Ground Floor, 16 Ord Street, WEST PERTH, WA, AUSTRALIA, 6005",(08) 9482 0500,-,22
OLV,2015-3-31,Software & Services,No,http://www.otherlevels.com,"c/o McCullough Robertson Lawyers, Level 11, 66 Eagle Street, BRISBANE, QLD, AUSTRALIA, 4000",(07) 30030652,(07)30538098,24
OEL,2004-12-22,Energy,No,http://www.ottoenergy.com,"Ground Floor, 70 Hindmarsh Square, ADELAIDE, SA, AUSTRALIA, 5000",08 6467 8800,08 6467 8801,25
OVT,1992-2-13,Commercial & Professional Services,No,http://www.ovato.com.au,"Level 4, 60 Union Street, PYRMONT, NSW, AUSTRALIA, 2009",(02) 9412 6000,(02) 9412 6194,18
OVN,2016-7-19,Health Care Equipment & Services,No,http://www.oventus.com.au,"Suite 1, 1 Swann Road, INDOOROOPILLY, QLD, AUSTRALIA, 4068",(07) 3831 8866,-,15
OTW,2015-12-3,Software & Services,No,http://www.overthewire.com.au,"Level 24, 100 Creek Street, BRISBANE, QLD, AUSTRALIA, 4000",1300 689 689,-,24
